ID,Question,Answer
6918,What are the benchs located within 50m of Chang Memorial Bench?,Mason Memorial Bench; Sikand Memorial Bench; Chien Memorial Bench
6932,What banks can be found within 50m of Chase?,City National Bank
6977,Which bars are within 50m of Motherlode?,Tom Tom Bar
7136,What banks exist within 50m of Banamex?,HSBC (Global)
7209,Which banks are within 50m of SchoolsFirst Federal Credit Union?,California Credit Union
7219,What banks can be found within 50m of Wells Fargo?,Citibank
7237,What bars exist within 50m of Far East Rock?,Silver Sands
7362,What bars are within 50m of Rough Draft Brewing Company?,North Pine Brewing
7497,What are the banks within 50m of Citibank?,Union Bank
7511,What bars exist within 50m of The Office?,Coin-Op Game Room
7550,What bars are within 50m of Kensington Brewing Company?,Kensington Club
7557,What bars can be found within 50m of Motherlode?,Tom Tom Bar
7576,Which banks are within 50m of First Financial Credit Union?,Simplicity Bank
7674,What are the banks located within 50m of Union Bank?,Key Point Credit Union
7684,Which bars are within 50m of Pit Stop Sports Bar?,The Olde Carriage Tavern
7715,What atms are within 50m of Chase?,Bank of America
7757,What bars exist within 50m of Pit Stop Sports Bar?,The Olde Carriage Tavern
7784,What banks are located within 50m of Union Bank?,Key Point Credit Union
7806,What atms can be found within 50m of Wells Fargo?,Bank of America
8091,What banks exist within 50m of Charles Schwab?,Wells Fargo
8176,What are the banks within 50m of Citibank?,Bank of the West
8229,What bars are located within 50m of Aro Latin?,Griffin's of Kinsale
8248,What are the bars located within 50m of Baja Sharkeez?,The Red Piano
8361,What bars are located within 50m of The Luau?,Tommys Place
8365,What bars exist within 50m of Casablanca Lounge?,Urban Bar & Grill; Trailer Park After Dark
8483,What are the atms located within 50m of Wells Fargo?,Bank of America
8500,Which banks are within 50m of Charles Schwab?,Wells Fargo
8504,What bars can be found within 50m of Hair Of The Dog?,The Tonga Hut; Desert Fox Bar
8591,What are the banks located within 50m of Bank of America?,Citibank; Chase
8664,Which bars are within 50m of Kensington Brewing Company?,Kensington Club
8672,Which banks are within 50m of Wescom?,University Credit Union
8733,What banks exist within 50m of Bank of Hope?,Wells Fargo
8776,What bars are within 50m of Til-Two Club?,Recognize Cocktails
8825,What banks are located within 50m of Telesis Community Credit Union?,Premier America Credit Union
8982,What atms are within 50m of Bank of America?,Chase; Wells Fargo
9011,What bars are located within 50m of Star Club?,Gaslamp Tavern
9042,What are the bars located within 50m of American Junkie?,Ginger’s
9047,What bars can be found within 50m of Vino Volo?,United Club
9085,What bbqs are within 50m of 12?,11
9168,Which bars are within 50m of Blackie's?,Beach Ball
9332,Which atms are within 50m of Wells Fargo?,Chase
9349,What atms are located within 50m of Wells Fargo In-branch ATM?,Wells Fargo External ATM
9383,What bars can be found within 50m of Casablanca Lounge?,Urban Bar & Grill; Trailer Park After Dark; analog bar
9400,What bars are within 50m of Oscars Cocktail Bar?,Rainbow Bar and Grill
9447,What are the banks located within 50m of U.S. Bank?,Chase
9459,Which bars are within 50m of Mina Lounge?,Side Bar
9510,What bars exist within 50m of Board Room?,Cherrobomb
9582,What are the banks located within 50m of Bank of America?,Western Union
9657,What are the bars located within 50m of Bar Pink?,Califronia Tap Room; True North
9660,What bars are within 50m of Library Bar?,Tropicana Bar
9691,What bars can be found within 50m of The Sycamore Den?,The Ould Sod
9762,What bars are located within 50m of American Junkie?,Ginger’s
9771,What are the bars within 50m of Seventy7 Lounge?,Rocco's Tavern
9866,What are the bars located within 50m of Erics?,La Barrita Bar
9971,What are the bars within 50m of Rough Draft Brewing Company?,North Pine Brewing
10029,Which bars are within 50m of JuneShine?,Pariah Brewing Company; Eppig Brewing North Park
10202,What banks are located within 50m of Opus Bank?,PacTrans Federal Credit Union
10221,What bars exist within 50m of One Door North?,Bluefoot
10402,What are the bars within 50m of Stone Brewing Tap Room?,Fairweather Rooftop Bar
10417,What bars are located within 50m of Bar Pink?,Califronia Tap Room; True North
10425,What bars can be found within 50m of Tropical Savor Bar & Grill?,Taste and Thirst
10483,Which atms are within 50m of Bank of America?,Chase; Wells Fargo
10531,What are the atms located within 50m of Bank of America?,Wells Fargo; Chase
10655,What banks exist within 50m of Chase?,City National Bank
10715,What banks are located within 50m of U.S. Bank?,Western Union
10817,What bars are within 50m of Bar 107?,Bar Ama
10849,What banks are located within 50m of Union Bank?,Citibank
10870,What bars exist within 50m of Chill Bar?,Spurline
10981,What bars are located within 50m of L.P.?,Meleose Rooftop
11020,What bars are within 50m of Chill Bar?,Spurline
11075,What are the benchs located within 50m of Chang Memorial Bench?,Mason Memorial Bench; Sikand Memorial Bench; Chien Memorial Bench
11098,What banks can be found within 50m of Union Bank?,Pacific Western Bank
11186,What bars are within 50m of Aro Latin?,Griffin's of Kinsale
11237,Which banks are within 50m of SLO Credit Union?,Pacific Western Bank
11239,Which bars are within 50m of BarrelHouse Brewing Co.?,Bull's Tavern
11241,Which bbqs are within 50m of 9?,8
11274,What bars are located within 50m of Gallopin In?,Machete Beer House
11282,What banks exist within 50m of SchoolsFirst Federal Credit Union?,California Credit Union
11315,What are the banks within 50m of Bank of Hope?,Wells Fargo
11327,What are the atms within 50m of Bank of America?,Wells Fargo
11335,What are the bars located within 50m of Golden Gopher?,broken shaker
11384,What are the bars located within 50m of Gossip Grill?,Uptown Tavern
11504,Which bars are within 50m of Tropical Savor Bar & Grill?,Taste and Thirst
11619,What are the banks located within 50m of Wells Fargo?,Wachovia Bank
11681,What banks exist within 50m of Wells Fargo?,Wachovia Bank
11767,What bars can be found within 50m of Casablanca Lounge?,Urban Bar & Grill; Trailer Park After Dark
11869,What are the arts_centres within 50m of Beyond Baroque Literary/Arts Center?,Social and Public Art Resource Center
11905,Which bars are within 50m of Time Out Sports Tavern?,Beer Company
12001,What bars exist within 50m of The Regal?,Petes Place
12023,What banks are located within 50m of Wells Fargo?,Woori
12121,What bars are within 50m of Far East Rock?,Silver Sands
12125,What are the bars located within 50m of Vino Volo?,United Club
12156,What bars are within 50m of Seventy7 Lounge?,Rocco's Tavern
12199,Which atms are within 50m of Chase?,Bank of America
12237,What bars can be found within 50m of Gallopin In?,Machete Beer House
12244,Which bars are within 50m of Menagerie?,W at Worthington's; Raincross Pub
12473,What are the bars located within 50m of Library Bar?,Tropicana Bar
12489,What bars are within 50m of Small Bar?,Park & Rec
