ID,Question,Answer
250,What coworking_space;daycare is closest to Huntington Beach Wetlands?,Collab&Play
252,What is the closest coworking_space found near Southeast-Rio Vista YMCA?,Kernville Cowork
253,What ice_cream is nearest to The Church of Jesus Christ of Latter-day Saints?,La Michoacana USA
256,What is the closest Website Designer found near Culligan of Los Angeles?,BizMilk - Orange County Web Design
257,What is the closest animal_boarding to Saint Augustine?,The Bone Adventure
258,What is the nearest local yarn shop to Saint Augustine?,The Sheared Sheep
259,What is the closest art_work found near Glen Oaks?,Stanley
260,What dancing_school is nearest to Torrey Pines?,West LA Academy of Dance
261,What hooklah_lounge is nearest to Torrey Pines?,Xai Verandah Lounge and hookah
262,What is the nearest hookah_lounge in the vicinity of Torrey Pines?,Nubia Cafe
263,What donation is closest to Torrey Pines?,Goodwill
264,What is the closest dentist found near Torrey Pines?,"Three Sixty Dentistry: Brian Edwards DDS, Amanda Jenney DDS & Stephanie Colletta DDS"
266,What is the nearest Addiction Treatment around Wilbur-Tampa Park?,Compass Recovery
268,What is the closest trade_school found near Rancho Park Golf Course?,West Valley Occupational Center
269,What is the nearest veterinary around Wilson Golf Course?,Santa Clarita Animal Hospital - Veterinarian
271,What is the closest Artificial Grass found near Upper Van Norman Lake?,Big Bully Turf
272,What is the closest hospital to Upper Van Norman Lake?,Riverside University Health System - Arlington Mental Health Facility
274,What church is closest to Upper Van Norman Lake?,Calvary Chapel Children's Church
276,What is the nearest school in the vicinity of Upper Van Norman Lake?,Calico High School
277,What is the nearest Solar Panel Installation around Upper Van Norman Lake?,Semper Solaris
278,What is the nearest dive_centre around Upper Van Norman Lake?,Depth Perceptions
280,What smoke_shop is closest to Bryant Street Fire Station 551?,Vapor
281,What is the nearest dentist to Van Norman Lakes Reservoir?,"Three Sixty Dentistry: Brian Edwards DDS, Amanda Jenney DDS & Stephanie Colletta DDS"
284,What dispensary is closest to View Park-Windsor Hills?,Southern Lites Collective
285,What is the nearest audiologist around Harbor Gateway?,HearUSA
287,What music_venue is closest to N2 Tank Farm?,McCabe's
289,What is the nearest post_office around N2 Tank Farm?,Daggett Post Office
292,What is the nearest social_facility in the vicinity of La Rambla?,Palm Terrace Care Center
293,What car_wash;car_detail;oil_change is closest to Altadena?,Vineyard Car Wash
296,What is the nearest kitchen;coworking_space in the vicinity of Battery Humphreys Commander Station?,The Kitchen Station
297,What is the closest veterinary_pharmacy to Fire Control Station?,Pet Pharmacy
301,What paddleshop is closest to Building 251?,Avila Beach Paddlesports
302,What is the nearest meditation_centre in the vicinity of Building 251?,Unplug Meditation
305,What is the closest university to Building 252?,California Lutheran University
307,What is the nearest church around Fleet Weather Center San Diego?,Calvary Chapel Children's Church
308,What is the closest pharmacy found near Building 11?,CVS Pharmacy
310,What trailer_park is nearest to Anacapa Canyon?,Laguna Hills Mobile Home Estates
311,What is the closest auto_towing to Pacoima Neighborhood Council?,Road One Towing
315,What is the closest bicycle_rental to Bait Barges?,Newbury Park Bike Shop
316,What is the nearest school in the vicinity of Bait Barges?,Calico High School
318,What is the nearest fuel;car_wash in the vicinity of Bait Barges?,Chevron
320,What is the closest arcade found near MRCA Open Space?,3-Point Basketball Shoot
321,What is the nearest spa around MRCA Open Space?,BW Spa
322,What dressing_room is nearest to Catalina Solar Project (Phase 2)?,Locker Rooms
324,What is the nearest pub around Catalina Solar Project (Phase 2)?,"Maginn's Pub: Beer, Whiskey & Fine Food"
325,What is the nearest driver_training in the vicinity of Reed Park?,Operating Engineers Training Trust - Devore
326,What language_school is closest to Reed Park?,Berlitz Language Services
328,What is the nearest nursing_home around Quarters F?,MONTCLAIR
332,What is the nearest electronic_repair in the vicinity of Rancho Simi RPD Open Space?,iRepair
333,What is the closest car_rental found near Speedway Industrial District?,U-Haul Truck Rental
337,What dancing_school is nearest to Slover East Industrial District?,West LA Academy of Dance
338,What is the closest gold_exchange to Slover East Industrial District?,GoldMax
340,What is the closest coworking_space;daycare to Slover East Industrial District?,Collab&Play
341,What is the closest book_return to Slover East Industrial District?,Cerritos Library book return
342,What is the closest reception_desk found near Slover East Industrial District?,Guest Services
344,What is the closest lounger to Slover East Industrial District?,Cabana at Oasis Pool
345,What is the nearest university in the vicinity of Slover East Industrial District?,California Lutheran University
346,What police is nearest to Ecke YMCA?,Kern County Sherrif's Department
347,What is the nearest motorcycle_rental in the vicinity of Slover Central Manufacturing / Industrial District?,EagleRider
348,What fire_station is nearest to Slover Central Manufacturing / Industrial District?,Riverside Fire Department Station #7
350,What is the closest fuel to Slover Central Manufacturing / Industrial District?,Circle K
351,What driver_training is nearest to Slover Central Manufacturing / Industrial District?,Operating Engineers Training Trust - Devore
352,What electronic_repair is closest to Slover Central Manufacturing / Industrial District?,iRepair
354,What ferry_terminal is closest to Slover Central Manufacturing / Industrial District?,Island Packers
358,What is the closest university to Freeway Industrial / Commercial District?,California Lutheran University
359,What ice_cream is nearest to Freeway Industrial / Commercial District?,La Michoacana USA
360,What stripclub is closest to Freeway Industrial / Commercial District?,Jumbo's Clown Room
361,What is the nearest water_dispenser to Freeway Industrial / Commercial District?,Watermill Express
362,What is the closest dive_centre found near Freeway Industrial / Commercial District?,Depth Perceptions
363,What is the nearest prison to Slover West Industrial District?,California Institution for Men
364,What is the closest bicycle_rental to Slover West Industrial District?,Newbury Park Bike Shop
366,What is the closest salon to Jurupa North Research and Development District?,JT Salon
367,What is the closest car_rental to Jurupa North Research and Development District?,U-Haul Truck Rental
369,What canteen is closest to Jurupa North Research and Development District?,The Anteatery
370,What church is nearest to Jurupa North Research and Development District?,Calvary Chapel Children's Church
371,What smoke_shop is nearest to Jurupa North Research and Development District?,Vapor
372,What is the closest boat_rental found near Jurupa North Research and Development District?,Newport Beach Boat Rental
373,What is the nearest pre_school;day_care around Jurupa North Research and Development District?,Silverado Children's Center
375,What is the nearest train_station in the vicinity of Jurupa South Industrial District?,Hesperia/Joshua Street
376,What is the closest planetarium found near Jurupa South Industrial District?,Samuel Oschin Planetarium
377,What family_planning is nearest to Jurupa South Industrial District?,West Coast Surrogacy
378,What is the nearest audiologist to Jurupa South Industrial District?,HearUSA
380,What is the closest coworking_space;daycare found near Jurupa South Industrial District?,Collab&Play
382,What auditorium is nearest to Ontario Ranch?,CSL Rm 333 Auditorium
383,What is the nearest college to Ontario Ranch?,WVOC High School Equivalency Preparation
387,What reception_desk is closest to Ontario Ranch?,Guest Services
388,What language_school is closest to Ontario Ranch?,Berlitz Language Services
390,What is the closest stripclub to Ontario Ranch?,Jumbo's Clown Room
391,What reception_desk is nearest to Ontario Ranch?,Guest Services
